,0,1
0.0,-0.3826724371407265,0.3372501041672071
0.0625,-0.37910732888154763,0.32471938084121715
0.125,-0.3683509569721844,0.28897625473491445
0.18750000000000003,-0.35021628247766956,0.23488736709908947
0.25,-0.3243771912065605,0.16871487607673807
0.3125,-0.2903373815675686,0.09642114064223536
0.37500000000000006,-0.24731783108256206,0.022476945142408514
0.43749999999999994,-0.19323362472601388,-0.051552400857236835
0.5,-0.13736955465110626,-0.11429227470413486
0.5625,-0.1932336247260139,-0.0515524008572366
0.625,-0.2473178310825624,0.022476945142408472
0.6875,-0.29033738156756855,0.0964211406422352
0.7500000000000001,-0.3243771912065605,0.1687148760767378
0.8125,-0.3502162824776692,0.23488736709908903
0.8749999999999999,-0.36835095697218423,0.28897625473491567
0.9375000000000001,-0.37910732888154763,0.3247193808412173
1.0,-0.3826724371407265,0.3372501041672071
nocc,2.0,0.0
