,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,-10.161817631232648,-10.159561098466858,-0.8404145001782181,-0.5686419487811388,-0.3680597417280179,-0.3550786714511005,-0.3335752360459172,0.10208576945101701,0.12764574626777023,0.19767728050108993,0.24978898034877714,0.4357881261132089,0.7061716344684912,0.7662540128174683,0.7747766939758428,0.8918208814069443,1.0919035125087553,1.1360675958904118,1.3313602358730618,1.358305992504488,1.619772625871069,2.056712007250107
0.0625,-10.161807894725445,-10.159635571253057,-0.8379055457996863,-0.5662806367500004,-0.37626906064915605,-0.35141187215574954,-0.33669812633602136,0.10697723869899964,0.12584838616710975,0.19322302913528494,0.26523979840114015,0.434975897594419,0.7085704751330603,0.7699591613076405,0.7798047822533416,0.8864527816250576,1.090263542343352,1.0994653759750666,1.3523439147553464,1.3597494516857005,1.6154409928750069,2.0603522393096427
0.125,-10.161778953981194,-10.159814641106363,-0.8303565415619266,-0.5593728820944258,-0.40212330192398077,-0.34174695295470464,-0.34041312144295244,0.11853131816450095,0.12036000754505984,0.18306614956848774,0.3073247953904554,0.4333319694322984,0.715806592270185,0.7547347947850994,0.8172117434751187,0.8683158718880867,1.0430983039454105,1.0885895888142376,1.3554226977700656,1.389954257838496,1.602998036157633,2.06853788001274
0.18750000000000003,-10.16172904232484,-10.160025224811625,-0.8177388207271236,-0.5486980005627421,-0.4407504325448957,-0.3470270831514464,-0.32209345991698957,0.10182534139194434,0.14020672153533825,0.17149432968575182,0.3674309604198195,0.43455738438720065,0.7262871532018054,0.7279579547451879,0.8410713663954928,0.8670289825171325,1.0162864033396999,1.0879094883025966,1.3489164786368684,1.4180190432547797,1.5844960725208417,2.06946994480964
0.25,-10.161648602114782,-10.160231499754719,-0.8000743893752259,-0.5380663818547671,-0.48155634787251894,-0.3547616680035769,-0.2965028382791153,0.07337002568064084,0.16053359865513636,0.16745227003360302,0.41406538061716824,0.4617965351943242,0.6788519472672484,0.7451367739575341,0.8189580700084463,0.9102989793952744,1.0153254298836545,1.0917790193609198,1.3350148429406241,1.4379245916116958,1.564652694586963,2.036331048036538
0.3125,-10.161524089223649,-10.160430058125218,-0.7774704486228726,-0.5518388080499137,-0.4958782203856536,-0.366773663131352,-0.2638259117078525,0.03385047151418082,0.1605890786170547,0.19387059374372406,0.4189164200170501,0.5135283722834487,0.6194156103825527,0.7674755350801024,0.8088500377023434,0.9304257226740208,1.0288867386020022,1.0996195433593483,1.3168083797305548,1.4433177670960633,1.5547043701036798,1.9461657775925236
0.37500000000000006,-10.16136285265585,-10.160626121393344,-0.7502001589241574,-0.5926656009116111,-0.478903082399116,-0.3837487328595745,-0.22466352184715277,-0.01356458994469768,0.1694843634839222,0.21974811806882535,0.4109162500594501,0.46580481106209726,0.6364730452850483,0.7949870641554451,0.8073438022458936,0.9236537796294364,1.0504943735062435,1.1053582875137242,1.3075805623898273,1.4242320820714753,1.5684699115026712,1.8292903685747497
0.43750000000000006,-10.161189607848335,-10.160820225874692,-0.7192197142273187,-0.634557032226844,-0.4553916155228994,-0.40502498615154714,-0.18114397701809243,-0.06363811413329824,0.18892450611063372,0.2320009526299786,0.3923172714612578,0.39956488572261384,0.679447932560631,0.8073257780543098,0.827160600008563,0.8978251048255287,1.07385595730487,1.1035971342242128,1.3191947064271858,1.3882197655785993,1.6015331824686003,1.7358607377130166
0.5,-10.161028863599968,-10.160989926982165,-0.6953541321263568,-0.6622851215968331,-0.4342510249469685,-0.4253044887580389,-0.15002929436918158,-0.09722963634148296,0.2106273906284144,0.22113729624237927,0.37844491154047905,0.38245625697606694,0.6968039785711087,0.8066422884416921,0.8581857323229047,0.8676991851362947,1.0894295618135,1.0963157327324955,1.345666803813558,1.3528885067577443,1.6302397570536646,1.6895026233341899
0.5625,-10.161189607848321,-10.160820225874682,-0.7192197142273055,-0.6345570322268699,-0.45539161552290086,-0.405024986151542,-0.1811439770180927,-0.06363811413329977,0.1889245061104719,0.23200095262995024,0.39231727146112927,0.39956488572207305,0.6794479325606438,0.8073257780543032,0.8271606000085479,0.8978251048255188,1.0738559573048725,1.1035971342242068,1.3191947064269165,1.3882197655785669,1.6015331824682555,1.7358607377123947
0.625,-10.161362852655838,-10.160626121393332,-0.7502001589241399,-0.5926656009116372,-0.47890308239910967,-0.3837487328595614,-0.2246635218471472,-0.013564589944693539,0.1694843634839264,0.21974811806880507,0.41091625005950505,0.46580481106205185,0.6364730452850683,0.7949870641554464,0.8073438022458893,0.9236537796294321,1.0504943735063141,1.1053582875137618,1.307580562389909,1.4242320820714813,1.568469911502711,1.829290368574445
0.6875,-10.161524089223642,-10.16043005812521,-0.7774704486228562,-0.5518388080499366,-0.49587822038565654,-0.3667736631313383,-0.26382591170784986,0.03385047151418654,0.16058907861708038,0.1938705937437259,0.4189164200171206,0.513528372283201,0.61941561038251,0.7674755350801037,0.8088500377023604,0.9304257226740404,1.0288867386021363,1.0996195433593927,1.3168083797306331,1.443317767096065,1.5547043701037517,1.9461657775914658
0.7500000000000001,-10.161648602114775,-10.160231499754715,-0.8000743893752175,-0.5380663818547695,-0.48155634787254414,-0.3547616680035638,-0.2965028382791177,0.07337002568063804,0.16053359865513267,0.16745227003360308,0.4140653806174414,0.4617965351942589,0.6788519472672762,0.7451367739575375,0.8189580700084627,0.910298979395294,1.0153254298837469,1.09177901936093,1.335014842940958,1.4379245916116155,1.5646526945870898,2.0363310480367023
0.8125,-10.161729042324847,-10.160025224811628,-0.8177388207271159,-0.5486980005627362,-0.4407504325449176,-0.3470270831514355,-0.3220934599169889,0.1018253413919422,0.14020672153535735,0.1714943296856848,0.36743096041989204,0.4345573843870831,0.7262871532017809,0.7279579547451971,0.8410713663954703,0.8670289825171074,1.0162864033396233,1.0879094883026035,1.3489164786367551,1.41801904325465,1.584496072520871,2.069469944809385
0.8750000000000001,-10.161778953981196,-10.159814641106365,-0.8303565415619224,-0.55937288209442,-0.4021233019239952,-0.3417469529547055,-0.34041312144295155,0.11853131816450961,0.12036000754498596,0.18306614956848005,0.30732479539053054,0.4333319694322962,0.7158065922701872,0.7547347947851064,0.817211743475139,0.8683158718880771,1.0430983039454198,1.0885895888141814,1.3554226977700488,1.389954257838474,1.602998036157612,2.068537880013322
0.9375,-10.16180789472544,-10.159635571253052,-0.8379055457996875,-0.5662806367499986,-0.3762690606491587,-0.35141187215575076,-0.3366981263360264,0.10697723869896543,0.1258483861671162,0.1932230291352456,0.2652397984012155,0.43497589759439226,0.708570475133044,0.7699591613076474,0.779804782253361,0.8864527816250481,1.0902635423433116,1.099465375975106,1.3523439147552796,1.359749451685671,1.6154409928751174,2.060352239309726
1.0,-10.161817631232648,-10.159561098466858,-0.8404145001782181,-0.5686419487811388,-0.3680597417280179,-0.3550786714511005,-0.3335752360459172,0.10208576945101701,0.12764574626777023,0.19767728050108993,0.24978898034877714,0.4357881261132089,0.7061716344684912,0.7662540128174683,0.7747766939758428,0.8918208814069443,1.0919035125087553,1.1360675958904118,1.3313602358730618,1.358305992504488,1.619772625871069,2.056712007250107
nocc,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
