,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.0,-10.161872834858135,-10.161706245872093,-10.1617006223242,-10.161083333055176,-10.161044957280232,-10.16028844461214,-10.160283860304206,-10.159615741441199,-0.8404471941965833,-0.8001112759351506,-0.8001091174794481,-0.6954615510472391,-0.6622281085344711,-0.5686618727670785,-0.5380865200117818,-0.5380850867939575,-0.4815783990488199,-0.4815767135288147,-0.43428386019392023,-0.4253150934320942,-0.3681184285456159,-0.3551128267036792,-0.35477965581245685,-0.35477794619353803,-0.33355702928465963,-0.2965372088050212,-0.29653516791887696,-0.14978645666435153,-0.09750917875329543,0.07336287046027352,0.07336456006024308,0.10207046647973611,0.12763750786356456,0.16050711052667102,0.1605076918508849,0.16745604647776183,0.16745771836548656,0.19766333402414984,0.2106382386693804,0.22110608658758388,0.2497929630417451,0.3784203669984997,0.38245596128328363,0.4140692980499443,0.4140712055819765,0.4357599876165676,0.4617647529381752,0.46176525335561747,0.6788354504926403,0.6788362359539502,0.6968106079667821,0.7061494539242674,0.7451134223353175,0.7451163309296598,0.7662360994990629,0.7747562085737344,0.806579932325442,0.8189270065248424,0.8189273288601377,0.858184145288417,0.8676597548477695,0.891798536065259,0.9102796889103738,0.9102812128140017,1.0152991039229298,1.0153003590027807,1.0894084297690942,1.0917589072102007,1.0917600949410768,1.091881490079579,1.09629584083216,1.1360493108761816,1.3313383651274968,1.334992794468419,1.3349937854672802,1.3456505289406298,1.3528776335664512,1.3582824092663146,1.4379088814159298,1.4379090706365478,1.5646412818872963,1.5646434391861608,1.6197646282856588,1.630234425551684,1.6894676844335295,2.0363080906449897,2.0363100061259143,2.0566900737796594
0.0625,-10.161872231311026,-10.161727395692132,-10.161676604248397,-10.161113532708061,-10.161014160748515,-10.160336360935098,-10.160235441297788,-10.159620679930775,-0.8402906722805127,-0.8049950739987591,-0.7949161665956954,-0.698000501286069,-0.659445186006928,-0.5685135841371034,-0.5400962277899952,-0.5374670683831205,-0.4895267297602743,-0.47209648161994994,-0.43754320006564723,-0.4221104703505939,-0.36860758983121683,-0.3573328081228902,-0.35488371727239737,-0.3524976055272103,-0.33379411580127055,-0.3036102407908722,-0.2890171554747293,-0.15286830214841832,-0.09426803053298288,0.06443074773563894,0.0815927209190509,0.10238478925132445,0.12753610852137812,0.15750551141582822,0.16036052647461316,0.16547325960224632,0.17324334843959902,0.19735471718275943,0.20738218164005792,0.2237551658213711,0.25079238083981026,0.37881041951591876,0.38392241204060396,0.407706830651407,0.41730953639884794,0.4357006186771163,0.4493488245501598,0.476676359671966,0.6635744293867295,0.6928045926355941,0.6956746201616569,0.7062990798336174,0.7403411195387226,0.7502115412036895,0.7670968687345926,0.7744584983955478,0.8066474435815827,0.8152700749248081,0.8233832090027132,0.8527544058514879,0.8730521699569062,0.8914795934526676,0.901154297809842,0.917887043152433,1.0138352558368782,1.0176318278057872,1.0875597582985879,1.090302096623722,1.0917938333033452,1.0934996774337862,1.0975998460178842,1.1332070952638762,1.330491583311234,1.3330866787752935,1.3391461706421166,1.3398537941444002,1.3583016786039455,1.3592189181284766,1.4338588755653034,1.4411053072441014,1.560567250517436,1.5692743310563313,1.619491331942229,1.6272812524278704,1.6934630983041952,2.0190830943986486,2.049602533647709,2.0569263210968303
0.125,-10.16187042145277,-10.161748458586166,-10.16164702279915,-10.161156636767512,-10.160969296123335,-10.160386069290823,-10.160184228118299,-10.159635244226333,-0.8398207275067849,-0.8095683690158519,-0.7894157565649962,-0.7040035199626337,-0.6527123472446144,-0.5680692524577171,-0.5427745401827753,-0.5392827985605437,-0.49485863335341035,-0.4618581106044825,-0.4432126983602422,-0.4166044744490798,-0.370097968004038,-0.36017824477059107,-0.35419632752993846,-0.3504661024843881,-0.33446753950661284,-0.31023538490329633,-0.2810583491846186,-0.1605059133813618,-0.08615616396019274,0.054832645706169324,0.08908855345671564,0.10332039621825354,0.1272229524734563,0.1518565028747036,0.1599679474348354,0.16676997591239187,0.1799372199094653,0.19645847034612865,0.20141334643469813,0.22782248698554197,0.2537586544855368,0.38094233852947534,0.3874607794217627,0.3970797810965697,0.4187851823858222,0.4355311680694279,0.4411441798268783,0.4918605321729736,0.6475264525536749,0.6923102824101116,0.7053369115822455,0.7067482305541098,0.7358882164739482,0.755632878607302,0.7696685308851287,0.7735627776205911,0.8068266718127977,0.8124012598216467,0.8286115084881317,0.8443600321343898,0.8813193244159003,0.8905087115250351,0.8907192577243715,0.9238237942645278,1.0133814902636429,1.0207244016964923,1.083708353812502,1.0891662762393504,1.0915310951307728,1.0954546039255084,1.0998419118354674,1.1252024640003206,1.3257973289944922,1.332188394558597,1.3379459684492618,1.3428656131661973,1.358378688818208,1.3685322451779027,1.4291204951129328,1.4432309885953765,1.557338058107413,1.5742368651811283,1.6186732476853423,1.6200592802513136,1.7038657319080266,1.997979360795156,2.0576289994553045,2.0592293882153188
0.18750000000000003,-10.161867410725028,-10.161767159454252,-10.161614426471376,-10.161200456275356,-10.160922641199111,-10.160435458211193,-10.160132383910067,-10.159658755531728,-0.8390368640286956,-0.8138282740367753,-0.7836119637049233,-0.7114113732991878,-0.644094790323583,-0.5673305888310186,-0.5457205008101325,-0.5442255899590425,-0.4968452201018395,-0.45132275179438747,-0.4492782349072661,-0.410809088499022,-0.3726475432885754,-0.36332883890571593,-0.35305054647344836,-0.34865706192523344,-0.33547586653687334,-0.3164087912255616,-0.27266656181962046,-0.17034097236771537,-0.07554269512454952,0.04461658579661196,0.09583288221707675,0.10485641905123001,0.1266716717652807,0.14593837754914718,0.15998934881769009,0.16893584371858372,0.18687039213341228,0.1950480674872613,0.19506850960730038,0.23079465714580477,0.25860980769203884,0.3830411037530571,0.38568515323477753,0.3923997632411621,0.41921695688982674,0.43527150908428547,0.4367153594826488,0.5051234302065615,0.6319368616103936,0.6868402849367088,0.7074976482819397,0.716459549492777,0.7317539385328744,0.7613801842543659,0.7720610484656645,0.7739178891569558,0.8070579641823613,0.8102751032094959,0.8345403912411038,0.8357181578423185,0.8792375790516272,0.8888456451409938,0.8896987022746058,0.9280045617927011,1.01411830706891,1.024492858411613,1.0790294835777834,1.088364962463652,1.0910794691143624,1.0975280843615998,1.1019095815785678,1.113355049984166,1.3211356706504693,1.3251865059574441,1.3449195933176064,1.3461172152131409,1.3586213002997054,1.3783057018320368,1.4238100419377755,1.4440383645481427,1.5552793461965004,1.5793547063396431,1.6110113763205793,1.6173164251293841,1.7183786303328752,1.9734150396918821,2.058776903632974,2.065658901720078
0.25,-10.161863216176757,-10.161783725896361,-10.161579051368248,-10.161244191896879,-10.160875151936555,-10.160484621412069,-10.160079949776094,-10.15969018905782,-0.8379386160401503,-0.8177732412470872,-0.7775090289837945,-0.7192776088145142,-0.6345499516824491,-0.5663006996415344,-0.5518534898862908,-0.5487180655572239,-0.49589953545437077,-0.45541496833533807,-0.44077713946772895,-0.40504482838269457,-0.37632080024808995,-0.36679313479346315,-0.3514463507017271,-0.34703948270270263,-0.3366868781056832,-0.3221285233519843,-0.26385079760352453,-0.1810703323678114,-0.0637483872092556,0.03383708018601522,0.10181954290911936,0.10696174800554303,0.1258404357539098,0.14018947068928186,0.1605765999411245,0.17148802161629453,0.18891544699420307,0.1932109713751586,0.19385999018616434,0.23198616127970062,0.2652400514607448,0.3674320385316237,0.39226586413396547,0.3995574431512474,0.4188896782498781,0.43451302597793706,0.4349383012251048,0.5135113630019942,0.6193940973170048,0.679448506833424,0.7085483030410413,0.7262709555906532,0.7279359395461011,0.7674539284614612,0.7699391906161311,0.7797866207370215,0.8072696303162877,0.8088127970811003,0.827141941108787,0.8410419627027101,0.8670107562436982,0.8864302453399956,0.897802774672253,0.9304065370042303,1.0162517565761247,1.028855461888951,1.073827497518588,1.0878891588166861,1.0902385299392716,1.0994417499952172,1.099600370465815,1.1035747925615058,1.3167713081418997,1.3191637785953871,1.3488833351901024,1.3522968749713944,1.359722810039623,1.388195014636176,1.4179973275839477,1.4433030416457229,1.5546781184446838,1.5844805760189982,1.6015088868021015,1.6154316218964224,1.7358245286815,1.946118528151113,2.0603258041149415,2.069434452527775
0.3125,-10.161857873009193,-10.161798391635912,-10.161541276914654,-10.161287741451789,-10.160827135300062,-10.160533641743942,-10.160027076015297,-10.159728275227277,-0.8365253209297911,-0.8214024499934869,-0.7711124479318098,-0.7272242229903938,-0.6244734730086413,-0.5649843014375079,-0.5611504222911466,-0.5516452675843022,-0.4930142814999207,-0.4615142580224593,-0.4304259047711715,-0.39941236757628207,-0.38115335142928475,-0.3705743011343948,-0.34938385695587715,-0.34557886798997656,-0.3379784095140657,-0.3273932475972117,-0.2546231555420513,-0.19209732207448216,-0.05139401728659166,0.0225552181771565,0.10705536494037048,0.1095995637183163,0.12467494278062304,0.13471602100462987,0.16179230981505036,0.17426835298370194,0.183180691731142,0.1910274578987178,0.2007827837387177,0.23124724523109724,0.2735379613594471,0.3515081286127483,0.3982159448154098,0.41111134280642264,0.4178806008420017,0.4334770854875443,0.43454052359130363,0.5132530916452887,0.6136841816184039,0.6703672398126761,0.709901213046492,0.7244319353366658,0.7348914662503329,0.7671762604400895,0.7738532516865956,0.7871875714503114,0.8074037561081664,0.8079087681980106,0.8187329927717956,0.8479261304350958,0.8543643217708423,0.8831949187185808,0.9054285349150473,0.9310654920333897,1.0200035862040304,1.0337235220543315,1.0682452712874486,1.083009635686975,1.0877127666522863,1.090932018004192,1.1015385091346184,1.104773301672491,1.3129698259274238,1.314277149897964,1.3511623567071764,1.3559396690692636,1.3649587600547723,1.3979555327912496,1.411707154601439,1.440891607400688,1.5557080238900756,1.5894901067556115,1.5921915978294015,1.613033191519986,1.7557662448099685,1.9170269813791612,2.062200309724856,2.0711043830817513
0.37500000000000006,-10.161851451387005,-10.161811317360984,-10.16150161817313,-10.16133105986635,-10.160778808526713,-10.16058254595067,-10.159974072110987,-10.159771656308322,-0.834796587024584,-0.8247154085793137,-0.7644292450027352,-0.7350839256399011,-0.6140579145997571,-0.5713263412272696,-0.5633879394285232,-0.5544288210327146,-0.488960331831447,-0.46750843916598206,-0.42043735166537166,-0.3939652917447636,-0.3871271669546259,-0.3746700408162928,-0.3468632495189654,-0.3442374967880903,-0.33926858824320993,-0.33220194177739487,-0.24499990533819396,-0.20313216472444776,-0.03879961350058119,0.010838055995656432,0.11156051727046733,0.11273204512846173,0.12311211687707214,0.12956484585144787,0.16366924762372329,0.17717622222802887,0.17798381980522937,0.188566407490398,0.207511676754465,0.22874117516264317,0.2833931558375098,0.33594536727753893,0.4030943795169744,0.41619717882017737,0.4268660385493407,0.43307850326889086,0.4340983107379455,0.5029858707533286,0.6164712734571106,0.6598842088315029,0.7115574352570335,0.7212398589265766,0.7424389815123787,0.7637439946705445,0.7805755281759047,0.7960004273642876,0.8074328243879119,0.8074429914312033,0.810545695026739,0.8416318145921879,0.8549478824317405,0.879086180850444,0.9123962122523116,0.9300674630469306,1.0256014109333562,1.0390061418934362,1.0624031320198146,1.068572876181363,1.0877977967405017,1.0898652526825159,1.1032109120648936,1.1054755902296982,1.3099962030083017,1.3106439897682087,1.3529752002813347,1.356368746863644,1.3732272493270234,1.404933490024817,1.4073593183098192,1.4368031134996246,1.5584067258708034,1.5834070962042444,1.5942874644873637,1.610139553156856,1.7780511424662038,1.8871874412075165,2.064290616781355,2.0711953634638616
0.43750000000000006,-10.161844215512145,-10.161822399220243,-10.161460786314189,-10.16137388307178,-10.160730485887221,-10.16063117171354,-10.159921434015072,-10.15981892861133,-0.832751829466507,-0.8277114106704765,-0.7574688937995699,-0.7427727722241524,-0.6034240311044642,-0.5819210038555173,-0.5615203287906606,-0.5570219058363474,-0.48418189735705025,-0.47333571377103073,-0.41096560640822627,-0.39416805026647395,-0.3887410924548909,-0.379072635084191,-0.3438846544875664,-0.3429750311344505,-0.3405240570654446,-0.3365537695298327,-0.23500292360078565,-0.2140181863015465,-0.026157835679480056,-0.0012414097218040171,0.11536834909596007,0.11632392011063641,0.12108445313591311,0.12476596500952736,0.16622591148881338,0.17339821073548006,0.18012971146054402,0.18588933433950178,0.2138940060858448,0.22478777940661412,0.2946940320484339,0.32113172016030633,0.4072801733767227,0.4138486441798139,0.43305864171365244,0.4336558507647825,0.4455253392018281,0.4858329712212991,0.6251617207347665,0.6483851429311585,0.7135181000785301,0.7183578975239946,0.7490180248931035,0.7596060041796794,0.7876158563498625,0.8026153427919404,0.8060680081303958,0.807278984314547,0.8073807048169113,0.8291396272290785,0.8618285739387024,0.874095350920319,0.9185255678730138,0.9275385029749655,1.0332477952407602,1.0446145529271345,1.0549487393561412,1.0564291040269322,1.0880990630044862,1.0891632062411472,1.1045039987545038,1.1056650602654055,1.3081090452701136,1.3083683902784977,1.3543642839987315,1.3560613757486608,1.381722092210462,1.3976650273930347,1.4161867335746698,1.4311671630224907,1.5626985280774315,1.575409300784851,1.598802961362538,1.6067770158229946,1.8025904033924143,1.8576313778849447,2.0664524802989357,2.0701894535904177
0.5,-10.161838971907605,-10.161828916178976,-10.161426312436072,-10.161408984976534,-10.160689512839392,-10.160672240971838,-10.159874386980055,-10.159864253410213,-0.8303932081482932,-0.8303871984687042,-0.7502471230918496,-0.7502408076444149,-0.5926740827246987,-0.5926732416861725,-0.5593952210120375,-0.5593909025494876,-0.478927346762508,-0.47892314700728567,-0.40216333538722543,-0.40215720415123907,-0.3837714815266269,-0.38376663799683586,-0.3417517547641961,-0.3417484498484948,-0.3404508070043989,-0.34044543510583264,-0.22466557476654278,-0.22465820681252538,-0.013606387579247163,-0.013600115323440203,0.11852155324270794,0.11852719601578728,0.12034266678290449,0.12034569837104664,0.16946632441906465,0.16947494226713375,0.18305397140212537,0.18305859623556314,0.21973376875071024,0.2197376914264357,0.3073166197614385,0.30732447476377595,0.41083301867967836,0.41089792901893746,0.433264382604622,0.433299167021719,0.4657631584863425,0.4657763538463095,0.6364588706384954,0.6364660340063293,0.7157818259611418,0.7157870991949691,0.7547137218059883,0.7547192372480642,0.794963032400121,0.7949697213659663,0.8072923402730421,0.8073029512440311,0.8171904882725564,0.817196446126529,0.8682856196518134,0.8682941768513258,0.9236303733487694,0.9236367301387631,1.043036205087078,1.0430730290465235,1.050447075288844,1.0504679803822827,1.0885658464695693,1.0885716863465977,1.1053313637807374,1.1053419538568774,1.3075076330075055,1.3075428307395427,1.3553717909327085,1.3553918093678996,1.3898843821479474,1.3899391629869764,1.4241994580733477,1.4242154405740326,1.568411839086607,1.5684518674822185,1.6029751482108252,1.602990228616828,1.8292016490018057,1.8292576153362308,2.068492906739803,2.0685072380133693
0.5625,-10.161844215512147,-10.161822399220243,-10.161460786314189,-10.16137388307178,-10.160730485887221,-10.160631171713542,-10.159921434015073,-10.159818928611328,-0.8327518294665072,-0.8277114106704774,-0.7574688937995667,-0.7427727722241535,-0.6034240311044586,-0.5819210038555224,-0.5615203287906599,-0.5570219058363461,-0.4841818973570518,-0.47333571377102795,-0.41096560640822066,-0.3941680502664769,-0.3887410924548893,-0.37907263508419214,-0.34388465448756517,-0.3429750311344493,-0.3405240570654464,-0.3365537695298346,-0.23500292360077654,-0.21401818630155586,-0.026157835679469117,-0.0012414097218117373,0.11536834909597095,0.11632392011062954,0.12108445313592056,0.12476596500952357,0.16622591148875962,0.1733982107354317,0.1801297114604762,0.18588933433944643,0.21389400608583015,0.2247877794066087,0.29469403204850264,0.3211317201603671,0.4072801733767307,0.41384864417972095,0.43305864171361197,0.43365585076472946,0.4455253392017943,0.48583297122138563,0.6251617207347733,0.6483851429311562,0.7135181000785383,0.7183578975240017,0.7490180248931028,0.7596060041796819,0.7876158563498697,0.802615342791944,0.8060680081304156,0.8072789843145487,0.8073807048169156,0.8291396272290956,0.8618285739386956,0.8740953509203105,0.9185255678730205,0.9275385029749711,1.0332477952406711,1.0446145529270743,1.054948739355975,1.0564291040269185,1.0880990630044771,1.0891632062411327,1.1045039987544962,1.105665060265405,1.3081090452702295,1.308368390278489,1.3543642839987315,1.3560613757486306,1.381722092210318,1.3976650273928521,1.4161867335746094,1.4311671630224039,1.5626985280773809,1.5754093007848637,1.5988029613624375,1.6067770158228578,1.8025904033924494,1.857631377885126,2.0664524802995277,2.0701894535910688
