,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.0,-10.161870688157027,-10.161081397495547,-10.161043474384678,-10.159614152954003,-0.8404459714057678,-0.6954579932528222,-0.6622298804900602,-0.5686612339031395,-0.43428284829339514,-0.4253147934018015,-0.3681164911263339,-0.355111741918061,-0.33355762743521533,-0.14979393869356125,-0.09750037794081885,0.10207091100408988,0.12763787085365408,0.1976637397442217,0.2106379441256832,0.22110706778729317,0.24979301405888496,0.3784213354066641,0.38245573491001794,0.43576073697580986,0.6968104442347033,0.7061502145737729,0.7662367141936538,0.7747568915294232,0.8065819634027578,0.858183854768662,0.8676614504340971,0.8917992158863479,1.0894090771422766,1.0918820539340948,1.0962963367066418,1.1360498761600515,1.331339141286511,1.3456512058458818,1.3528775991129214,1.358283184519044,1.6197647233855113,1.6302345723998664,1.6894687854171342,2.0566907938913888
0.0625,-10.161868244478535,-10.161154918944288,-10.160967565969914,-10.159633654802153,-0.8398192249971437,-0.7040006803214804,-0.6527130653076987,-0.5680684651149189,-0.4432118898095662,-0.41660394380681415,-0.37009585380021753,-0.3541950724983622,-0.33446790980610236,-0.16051084151020656,-0.08615010095823655,0.10332111026903965,0.12722333738212688,0.19645897996209333,0.20141971105463474,0.22782436892559402,0.2537620595260769,0.3809883562832942,0.38747433958041966,0.43554790589354686,0.6923101314825011,0.7067490880868987,0.7696694114825029,0.7735638034960262,0.8068291397586006,0.8443604973528904,0.8813202282577659,0.890509581293982,1.0837218609192711,1.0915323431932178,1.0998469443017618,1.1252068915646318,1.3322139555272228,1.3379962231835214,1.358390713393542,1.368557507337099,1.618674468454312,1.6200833229010847,1.7038742667679259,2.0576360401560176
0.125,-10.1618609509852,-10.161242595459699,-10.160873320560308,-10.159688624968673,-0.8379371777999072,-0.7192756610301791,-0.6345499478161027,-0.5662999500829335,-0.4554142861726163,-0.40504421926576295,-0.3763189700558075,-0.3514451271024342,-0.3366871726918732,-0.18107278761245016,-0.0637447486955152,0.10696238832070613,0.12584082797709484,0.18891908073668723,0.19321151018313185,0.2319867075175354,0.2652422449522319,0.3922945415092043,0.3995635094330291,0.4349483523690675,0.679448512937769,0.7085491310674755,0.7699400566061944,0.7797874269476115,0.8072718813012848,0.8271424374354078,0.886431192665516,0.8978036621793409,1.0738351620172149,1.090240311921055,1.0994472123272372,1.1035778830937493,1.3191805206947327,1.3523146157740409,1.3597361233970684,1.3882070447809085,1.6015206299061788,1.615433039265077,1.735834476818363,2.060331155803844
0.18750000000000003,-10.161848878813643,-10.161329712445026,-10.16077677575966,-10.159770152357689,-0.8347953260027909,-0.7350821698302151,-0.6140578345207307,-0.5633872997470234,-0.46750768074038457,-0.39396470904629727,-0.387125635724197,-0.34686215924794855,-0.33926874480027824,-0.20313296805526918,-0.038797473745034124,0.11273249907040708,0.1231124537258875,0.1779850513179232,0.18856677252573753,0.2287415897507285,0.28339392257240587,0.403100848054606,0.4268698212442728,0.43410199520582765,0.6598843957299549,0.711558188556867,0.7637447111446851,0.7960010693820326,0.8074370349078651,0.8105464085028324,0.8790871616000668,0.9123969202757215,1.0624058390665205,1.0685761731438506,1.0898658156107761,1.1054767321931207,1.310649845007091,1.3563712412804865,1.373233018973119,1.4073621600879538,1.5834108396931599,1.6101402927239885,1.7780557872619775,2.0642930636802412
0.25,-10.16183200840633,-10.161415867252389,-10.16067919155057,-10.159867693309193,-0.8303886731177771,-0.75024216579647,-0.592673223315323,-0.5593922684903113,-0.47892445749450663,-0.40215876028227593,-0.38376849834023286,-0.3417499438640372,-0.34044684142431114,-0.22466200345289444,-0.013601978275796874,0.11852467507512203,0.12034493867335898,0.1694766896134412,0.1830573729859368,0.2197360191887864,0.3073266927827464,0.410902603721629,0.43330331020424484,0.46579527357808487,0.6364630837208535,0.7157853184822216,0.7547177441233057,0.7949671012634202,0.8073008910480787,0.8171943218833176,0.8682933314709801,0.9236342181096202,1.043073654296223,1.0504724564681205,1.088569558278956,1.1053396517376757,1.3075648123557841,1.3553966022495738,1.3899395785053863,1.4242193364477578,1.5684556499785718,1.6029898681714965,1.8292669137815314,2.0685169995098693
0.3125,-10.161810028683309,-10.161499435835998,-10.160581249256706,-10.15997234260143,-0.8247140662154998,-0.7644278765735495,-0.5713258652191852,-0.554428134081748,-0.48895965272381714,-0.4204362889396849,-0.3746694619262144,-0.34423723505086334,-0.33220076736821075,-0.2449995566625305,0.010838986707166293,0.11156086689956138,0.12956541113682218,0.16367024755138848,0.1771766567953492,0.2075119419375768,0.3359465965834301,0.41620275171955134,0.4330821719513777,0.5029888794592641,0.616472124315021,0.7212406428694106,0.7424396401885577,0.7805761944596722,0.8074422682329778,0.8416325134506504,0.8549491588884756,0.9300681809478724,1.025604694726292,1.03900890934601,1.0877984150453945,1.1032115829130373,1.310002071514536,1.3529782494679614,1.4049367566377122,1.4368042681755049,1.5584106952386214,1.5942890846902145,1.8871943636872743,2.071199405876381
0.37500000000000006,-10.161782095635456,-10.161577111875747,-10.160483122323043,-10.160078275308683,-0.8177718587397952,-0.7775074871969211,-0.551853035017476,-0.5487174306094275,-0.4958987149938543,-0.4407760615940896,-0.36679256889239226,-0.34703914431206123,-0.32212744439138424,-0.26384991811472597,0.033837585334416304,0.10181982143434504,0.1401900444448175,0.16057908152699604,0.17148889292950864,0.19386043976324865,0.3674377833439216,0.4189070191648731,0.43452352364743163,0.5135163687930726,0.6193975590922214,0.726272174343083,0.7279366928495874,0.7674547492929839,0.8088154600513708,0.8410452819435454,0.8670114443618092,0.9304071957213569,1.0162606434766923,1.0288633444336939,1.0878898582200005,1.099601132724509,1.3167901651873353,1.3488930852276024,1.4180036593232725,1.4433040132838062,1.5546917504233753,1.584487331307259,1.9461436979913544,2.069449074172272
0.43750000000000006,-10.161746669349068,-10.161645205303921,-10.160384469069925,-10.160182607492562,-0.8095668413255763,-0.789414194405762,-0.5427737979738498,-0.5392821978330813,-0.4948577350418093,-0.46185716767708473,-0.36017773964860933,-0.3504656278440423,-0.31023414113503184,-0.28105744961256013,0.05483299330579457,0.08908878817187577,0.15185763791430695,0.15997133905276084,0.1667716210073826,0.17993742693425538,0.39709809490465753,0.41881468523203425,0.44115468485229087,0.49186399385365015,0.6475320164720155,0.7053393574124145,0.7358890733189645,0.7556336381372722,0.8124056648993896,0.8286164417896984,0.890720005610408,0.9238244763147967,1.013395364767135,1.0207374363838313,1.0891670266065594,1.0954553361336217,1.3258243579368116,1.3428861728911186,1.4291265713107342,1.4432316536292076,1.5573595296155591,1.5742521874991635,1.998020690514959,2.0592615896484907
0.5,-10.1617029015867,-10.16170038021501,-10.16028581659114,-10.160283295731036,-0.8001094682584738,-0.8001083597540007,-0.5380856043908081,-0.5380848183765558,-0.481577188188828,-0.4815763884955462,-0.35477875296963357,-0.3547778578479947,-0.29653566141059223,-0.29653466789751837,0.07336365110355793,0.07336453596258163,0.16050807291163321,0.16050845031209782,0.1674562813732788,0.16745710477578044,0.4140698940969511,0.41407056678283055,0.4617658113909424,0.4617660721798191,0.6788362053922811,0.6788365804821908,0.7451150394036726,0.7451161913445554,0.8189280958287423,0.8189282870445241,0.9102806464511316,0.9102815636341769,1.015300212531765,1.0153008542906206,1.0917597507813326,1.0917604381862482,1.3349938695615224,1.3349940554914785,1.437909391266087,1.437909553542625,1.5646421132512083,1.5646430662955906,2.0363093959138325,2.0363102645032445
0.5625,-10.161746669349066,-10.16164520530392,-10.160384469069916,-10.16018260749256,-0.809566841325574,-0.7894141944057607,-0.5427737979738517,-0.5392821978330833,-0.4948577350418064,-0.4618571676770893,-0.36017773964861316,-0.35046562784403673,-0.3102341411350318,-0.28105744961256157,0.05483299330580206,0.08908878817188455,0.15185763791429335,0.15997133905276992,0.16677162100740692,0.17993742693424636,0.3970980949047359,0.4188146852320826,0.44115468485218556,0.49186399385346485,0.6475320164719719,0.7053393574124102,0.7358890733189625,0.7556336381372684,0.8124056648993957,0.8286164417897115,0.8907200056104279,0.9238244763148167,1.0133953647670741,1.0207374363837776,1.0891670266065328,1.0954553361335833,1.3258243579365698,1.3428861728910242,1.4291265713108516,1.4432316536292364,1.557359529615698,1.574252187499218,1.9980206905147673,2.0592615896483872
