,0,1,2,3
0.0,-0.3828228983515756,-0.12899598633225587,-0.12284376553164504,0.337231600723277
0.0625,-0.38193283318396876,-0.15899180427319648,-0.09111832844157396,0.33406869570823683
0.125,-0.3792588584372094,-0.1936188949735238,-0.0513457257449781,0.32470149741819365
0.18750000000000003,-0.3747895785247188,-0.22221741051797814,-0.014312170752668206,0.30948240773614377
0.25,-0.36850580482561157,-0.24752971167547422,0.02251094392796762,0.28896043773822117
0.3125,-0.3603802490385524,-0.2702136277232401,0.059475276792380384,0.263830697996664
0.37500000000000006,-0.35037706115559647,-0.29052146608110263,0.09642881843639717,0.23487567405782822
0.43749999999999994,-0.33845115686620886,-0.30859802339093917,0.1330093527060775,0.20290644314713935
0.5,-0.324547215309299,-0.32454720712609725,0.16871039116881412,0.16871039984830635
0.5625,-0.3384511568662088,-0.3085980233909391,0.13300935270607778,0.20290644314713982
0.625,-0.35037706115559664,-0.2905214660811027,0.09642881843639692,0.23487567405782803
0.6875,-0.36038024903855254,-0.2702136277232403,0.0594752767923801,0.2638306979966638
0.7500000000000001,-0.3685058048256117,-0.24752971167547416,0.02251094392796745,0.2889604377382211
0.8125,-0.37478957852471856,-0.22221741051797797,-0.014312170752668068,0.309482407736144
0.8749999999999999,-0.3792588584372095,-0.19361889497352391,-0.051345725744978185,0.324701497418193
0.9375000000000001,-0.38193283318396876,-0.1589918042731964,-0.09111832844157423,0.33406869570823694
1.0,-0.3828228983515756,-0.12899598633225587,-0.12284376553164504,0.337231600723277
nocc,2.0,2.0,0.0,0.0
