,0,1,2,3,4,5,6,7
0.0,-0.36784420341334195,-0.309771400201138,-0.3097707720631531,-0.12795882338302175,-0.12516860712723848,0.15245720240179092,0.1524578162298175,0.32056143360261
0.0625,-0.36762205425979866,-0.3169263909578087,-0.30212005256521207,-0.14176395668687392,-0.11093161415210778,0.13483538613314586,0.16971988821359085,0.31977023321942943
0.125,-0.3669553789274211,-0.3235909646568473,-0.29396851112065053,-0.15641939074684086,-0.09498317640909337,0.11694004940183884,0.18653105304407328,0.317404315318452
0.18750000000000003,-0.3658434940707881,-0.329769889260851,-0.2853120521038222,-0.1706301823401087,-0.07862596516211437,0.09885266969749926,0.20279522089099364,0.3134865346545505
0.25,-0.36428526182929954,-0.3354682147718781,-0.276146801561753,-0.18436726123867866,-0.06190199983628329,0.08064882316260032,0.2184131378372443,0.30805434180491426
0.3125,-0.3622790918076151,-0.3406908606913792,-0.2664695997878977,-0.19761640371054204,-0.04484377405011757,0.06239842062729151,0.23328314094474506,0.3011588538318224
0.37500000000000006,-0.35982294467189163,-0.34544253457901314,-0.25627818876558284,-0.210367650895529,-0.027484970000028638,0.04416577412817497,0.24730243345798075,0.29286361420443086
0.43749999999999994,-0.3569143382020203,-0.3497276663843127,-0.2455714046069076,-0.22261369373379608,-0.009862233698167371,0.026009773223521535,0.2603685559889224,0.28324309768829975
0.5,-0.35355065124820795,-0.3535500625023541,-0.23434965341485353,-0.23434908930170603,0.007983880703655086,0.007984407380463828,0.27238071285781285,0.2723813369494503
0.5625,-0.35691433822583846,-0.34972766635319447,-0.24557140469762365,-0.22261369363518255,-0.009862233802312565,0.026009773320912127,0.26036855595140734,0.2832430977173667
0.625,-0.35982294469217174,-0.34544253454411644,-0.2562781888520415,-0.21036765079339015,-0.027484970107034202,0.044165774221775644,0.2473024334161999,0.292863614229308
0.6875,-0.36227909182441953,-0.34069086065260895,-0.266469599869965,-0.1976164036052371,-0.04484377415956959,0.06239842071689556,0.2332831408986677,0.3011588538525281
0.7500000000000001,-0.36428526184267995,-0.33546821472913435,-0.2761468016393441,-0.1843672611306213,-0.061901999947717924,0.08064882324804921,0.21841313778683805,0.3080543418214633
0.8125,-0.36584349408078715,-0.3297698892140321,-0.285312052176897,-0.17063018222977064,-0.07862596527502219,0.09885266977867457,0.20279522083622561,0.3134865346669532
0.8749999999999999,-0.36695537893406943,-0.32359096460585196,-0.29396851118920597,-0.15641939063476387,-0.09498317652290153,0.11694004947866037,0.18653105298491374,0.31740431532671487
0.9375000000000001,-0.3676220542631173,-0.3169263909025399,-0.3021200526292774,-0.14176395657387497,-0.11093161426597722,0.13483538620556726,0.1697198881500188,0.3197702332235604
1.0,-0.36784420341334195,-0.309771400201138,-0.3097707720631531,-0.12795882338302175,-0.12516860712723848,0.15245720240179092,0.1524578162298175,0.32056143360261
nocc,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
