,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,-9.836144477213407,-9.833343194382884,-0.7542011291896478,-0.5093412707504944,-0.3232186201965839,-0.3156797370603031,-0.293226848097257,0.08012531544143285,0.09595470054018994,0.17371942819200867,0.21737862666086577,0.3963161031178807,0.656904068019597,0.7144766122574517,0.7261612332773174,0.8346102323845574,1.0302606468624635,1.0884639213272769,1.2671020100700927,1.303915936849951,1.5617243745742047,1.9991180825405557
0.0625,-9.836129578138173,-9.833424973250285,-0.7519174507778573,-0.507135971083428,-0.3307194083276835,-0.3124729124504197,-0.2962191555628195,0.08479573939783143,0.09410676143135738,0.16912268825344884,0.23208133011224058,0.3964757675209063,0.6592256255118543,0.7217941410393253,0.7281078248951979,0.8300589431734579,1.02894251062135,1.0468687042918818,1.2928424948089159,1.304563144578663,1.5575504259956696,2.0026272748431406
0.125,-9.836085418120572,-9.833623755411034,-0.745046184154741,-0.5006683665872151,-0.3546687535164488,-0.30287753480525653,-0.3007730382967498,0.08699576751910061,0.09754125795895452,0.15897900175132473,0.2716335517728713,0.39727846255708377,0.6662247982563181,0.7079848098051432,0.7655562862995637,0.8138551735636446,0.9843709962042628,1.0271373289424264,1.3014494168522646,1.333372308871709,1.5455722554195452,2.0105083879173953
0.18750000000000003,-9.836010937719712,-9.83386271416405,-0.7335605574796575,-0.49058124259383845,-0.3904826248864143,-0.305345460562019,-0.2869745297174774,0.07154146349850973,0.11640031456548709,0.14767696120652185,0.3281630799532818,0.4007081616449475,0.6779867006709831,0.6821178466867863,0.7871969045877731,0.8150482828227477,0.9534718555375362,1.026626153941312,1.2954683379822112,1.3633372094713887,1.5278492387845206,2.011264511650748
0.25,-9.835897460171946,-9.834103874224539,-0.7174786754933279,-0.4799554845016772,-0.4286770651620836,-0.3121952972747156,-0.26492064858804504,0.04603161302489567,0.1365665042299413,0.14292833554299117,0.37896249551846306,0.42036801565251053,0.6388605361642496,0.6946477916257746,0.7636829451329346,0.8576481747039515,0.9511536351331827,1.0306034713829053,1.2822924712610444,1.3839421217761807,1.509165705815627,1.97853949825886
0.3125,-9.835732408203798,-9.834342994702443,-0.6968929231817963,-0.49108928512175765,-0.44305646274352095,-0.323098670839478,-0.23699598373377312,0.011330606989632709,0.13741142137565063,0.1673587697906468,0.3886210011294659,0.4648942766136149,0.5827909111345853,0.7163735892753673,0.7515563343412855,0.8771268554200143,0.9648999836427069,1.0383557770279002,1.2650091218248773,1.389322655764841,1.5006669788094287,1.8894606645560428
0.37500000000000006,-9.835524759438691,-9.834584621019609,-0.6720359348144016,-0.5285423548028263,-0.42715858390115413,-0.3387222454975984,-0.20372840679194262,-0.029726353180611367,0.14613077866627944,0.19174136619837523,0.3816006994411856,0.43089052165035596,0.5867900513992683,0.743223571286087,0.7480676612415431,0.8700343485701874,0.9875420548306841,1.043932767644416,1.2565610347641119,1.3705993331835777,1.515246039030479,1.7736392387485533
0.43750000000000006,-9.835301601018557,-9.834828023290843,-0.6437187515490513,-0.5669669421180104,-0.40530377515282096,-0.35841194466229875,-0.16643398083021838,-0.07309064580247637,0.16457009358644067,0.20341245294811533,0.36362842147533736,0.37176200687319644,0.6233503798753164,0.7465725933077066,0.7747701548243836,0.8442502943849711,1.0120669432613691,1.0422645907686707,1.26821044138218,1.3355635831878863,1.5483385525120337,1.6808035865371984
0.5,-9.835095313584818,-9.835043111749004,-0.6215985881981455,-0.5926572939988456,-0.38591758662366094,-0.3769884715943892,-0.13717298307968476,-0.1046286322847784,0.18462431572176166,0.19400709240076622,0.35059843333132595,0.3555637410632328,0.6389010591352337,0.7453677162689599,0.8059396793705482,0.8137906770221228,1.0283670270106873,1.0348774029972572,1.2939076265313374,1.3013487605103067,1.5771423473841137,1.6344546440550625
0.5625,-9.835301601018571,-9.834828023290857,-0.6437187515490527,-0.5669669421180119,-0.40530377515282107,-0.3584119446623,-0.16643398083021538,-0.07309064580247175,0.16457009358642954,0.20341245294809954,0.3636284214756846,0.37176200687340116,0.6233503798753182,0.7465725933077131,0.7747701548243756,0.8442502943849705,1.0120669432615772,1.0422645907688184,1.2682104413824367,1.335563583188112,1.5483385525122288,1.6808035865373705
0.625,-9.835524759438687,-9.834584621019603,-0.6720359348143989,-0.5285423548028236,-0.4271585839011539,-0.3387222454975969,-0.20372840679194476,-0.029726353180616585,0.1461307786662869,0.1917413661983613,0.38160069944111247,0.4308905216503386,0.5867900513992651,0.7432235712860834,0.7480676612415441,0.8700343485701788,0.9875420548306568,1.0439327676443952,1.2565610347640226,1.3705993331835717,1.5152460390304867,1.7736392387484703
0.6875,-9.835732408203793,-9.834342994702439,-0.6968929231817957,-0.49108928512175815,-0.44305646274352295,-0.3230986708394774,-0.236995983733776,0.011330606989627158,0.13741142137559667,0.16735876979064843,0.3886210011295333,0.46489427661351296,0.5827909111345597,0.7163735892753686,0.7515563343412883,0.8771268554200244,0.9648999836428385,1.0383557770279437,1.265009121825166,1.3893226557649303,1.5006669788095,1.8894606645557153
